Date_Time,Water_Level
3/10/2022 20:16:30,0.4391
3/10/2022 20:16:35,0.4391
3/10/2022 20:16:40,0.4389
3/10/2022 20:16:45,0.439
3/10/2022 20:16:50,0.4386
3/10/2022 20:16:55,0.4383
3/10/2022 20:17:00,0.4385
3/10/2022 20:17:05,0.4373
3/10/2022 20:17:10,0.4399
3/10/2022 20:17:15,0.4396
3/10/2022 20:17:20,0.4394
3/10/2022 20:17:25,0.4402
3/10/2022 20:17:30,0.4387
3/10/2022 20:17:35,0.4378
3/10/2022 20:17:40,0.4395
3/10/2022 20:17:45,0.4392
3/10/2022 20:17:50,0.4402
3/10/2022 20:17:55,0.4401
3/10/2022 20:18:00,
3/10/2022 20:18:05,
3/10/2022 20:18:10,
3/10/2022 20:18:15,
3/10/2022 20:18:20,
3/10/2022 20:18:25,0.4407
3/10/2022 20:18:35,0.4402
3/10/2022 20:18:40,0.4402
3/10/2022 20:18:45,0.4399
3/10/2022 20:18:50,0.4412
3/10/2022 20:18:55,0.441
3/10/2022 20:19:00,0.4397
3/10/2022 20:19:05,0.4407
3/10/2022 20:19:10,0.4392
3/10/2022 20:19:15,0.4405
3/10/2022 20:19:20,0.4419
3/10/2022 20:19:25,0.4405
3/10/2022 20:19:30,0.4416
3/10/2022 20:19:35,0.4407
3/10/2022 20:19:40,0.4416
3/10/2022 20:19:45,0.4413
3/10/2022 20:19:50,0.4409
3/10/2022 20:19:55,0.4421
3/10/2022 20:20:00,0.4424
3/10/2022 20:20:05,0.4412
3/10/2022 20:20:10,0.4411
3/10/2022 20:20:15,
3/10/2022 20:20:20,
3/10/2022 20:20:25,
3/10/2022 20:20:30,
3/10/2022 20:20:35,0.4422
3/10/2022 20:20:40,0.4429
3/10/2022 20:20:45,0.4435
3/10/2022 20:20:50,0.4434
3/10/2022 20:20:55,0.4415
3/10/2022 20:21:00,0.4427
3/10/2022 20:21:05,0.4427
3/10/2022 20:21:10,0.4416
3/10/2022 20:21:15,0.4423
3/10/2022 20:21:20,0.4427
3/10/2022 20:21:25,0.445
3/10/2022 20:21:30,0.4455
3/10/2022 20:21:35,0.4436
3/10/2022 20:21:40,0.4423
3/10/2022 20:21:45,0.4437
3/10/2022 20:21:50,0.4439
3/10/2022 20:21:55,0.4446
3/10/2022 20:22:00,0.4444
3/10/2022 20:22:05,0.446
3/10/2022 20:22:10,0.4452
3/10/2022 20:22:15,0.4445
3/10/2022 20:22:20,0.4439
3/10/2022 20:22:25,0.4458
3/10/2022 20:22:30,
3/10/2022 20:22:35,0.4458
3/10/2022 20:22:40,0.4444
3/10/2022 20:22:45,0.4467
3/10/2022 20:22:50,0.444
3/10/2022 20:22:55,0.4472
3/10/2022 20:23:00,0.4489
3/10/2022 20:23:05,0.4476
3/10/2022 20:23:10,0.4465
3/10/2022 20:23:15,0.4464
3/10/2022 20:23:20,0.4468
3/10/2022 20:23:35,0.4486
3/10/2022 20:23:40,0.4481
3/10/2022 20:23:45,0.4459
3/10/2022 20:23:50,0.4512
3/10/2022 20:23:55,0.4511
3/10/2022 20:24:00,0.4483
3/10/2022 20:24:05,0.4504
3/10/2022 20:24:10,0.4507
3/10/2022 20:24:15,0.4503
3/10/2022 20:24:20,0.4466
3/10/2022 20:24:25,0.4516
3/10/2022 20:24:30,0.452
3/10/2022 20:24:35,0.4518
3/10/2022 20:24:40,0.4512
3/10/2022 20:24:45,0.4499
3/10/2022 20:24:50,0.4486
3/10/2022 20:24:55,0.4489
3/10/2022 20:25:00,0.4493
3/10/2022 20:25:05,0.4495
3/10/2022 20:25:10,0.4517
3/10/2022 20:25:15,0.4475
3/10/2022 20:25:20,0.4503
3/10/2022 20:25:25,0.4509
3/10/2022 20:25:30,0.4496
3/10/2022 20:25:35,0.4524
3/10/2022 20:25:40,0.4533
3/10/2022 20:25:45,0.4518
3/10/2022 20:25:50,0.4522
3/10/2022 20:25:55,0.4527
3/10/2022 20:26:00,0.454
3/10/2022 20:26:05,0.4561
3/10/2022 20:26:10,0.4542
3/10/2022 20:26:15,0.4563
3/10/2022 20:26:20,0.4558
3/10/2022 20:26:25,0.4564
3/10/2022 20:26:30,0.4559
3/10/2022 20:26:35,0.4532
3/10/2022 20:26:40,0.4565
3/10/2022 20:26:45,0.4539
3/10/2022 20:26:50,0.4558
3/10/2022 20:26:55,0.4548
3/10/2022 20:27:00,0.4577
3/10/2022 20:27:05,0.4545
3/10/2022 20:27:10,0.4571
3/10/2022 20:27:15,0.4544
3/10/2022 20:27:20,0.4568
3/10/2022 20:27:25,0.4562
3/10/2022 20:27:30,0.4542
3/10/2022 20:27:35,0.4583
3/10/2022 20:27:40,0.4584
3/10/2022 20:27:45,0.4565
3/10/2022 20:27:50,0.4559
3/10/2022 20:27:55,
3/10/2022 20:28:00,
3/10/2022 20:28:05,
3/10/2022 20:28:10,
3/10/2022 20:28:15,
3/10/2022 20:28:20,
3/10/2022 20:28:25,
3/10/2022 20:28:30,
3/10/2022 20:28:35,
3/10/2022 20:28:40,
3/10/2022 20:28:45,
3/10/2022 20:28:50,
3/10/2022 20:28:55,
3/10/2022 20:29:00,
3/10/2022 20:29:05,
3/10/2022 20:29:10,
3/10/2022 20:29:15,
3/10/2022 20:29:20,
3/10/2022 20:29:25,
3/10/2022 20:29:30,
3/10/2022 20:29:35,
3/10/2022 20:29:40,
3/10/2022 20:29:45,
3/10/2022 20:29:50,
3/10/2022 20:29:55,
3/10/2022 20:30:00,
3/10/2022 20:30:05,
3/10/2022 20:30:10,
3/10/2022 20:30:15,
3/10/2022 20:30:20,
3/10/2022 20:30:25,
3/10/2022 20:30:30,
3/10/2022 20:30:35,
3/10/2022 20:30:40,
3/10/2022 20:30:45,
3/10/2022 20:30:50,
3/10/2022 20:30:55,
3/10/2022 20:31:00,
3/10/2022 20:31:05,
3/10/2022 20:31:10,
3/10/2022 20:31:15,
3/10/2022 20:31:20,
3/10/2022 20:31:25,
3/10/2022 20:31:30,
3/10/2022 20:31:35,
3/10/2022 20:31:40,
3/10/2022 20:31:45,
3/10/2022 20:31:50,
3/10/2022 20:31:55,
3/10/2022 20:32:00,
3/10/2022 20:32:05,
3/10/2022 20:32:10,
3/10/2022 20:32:15,0.4636
3/10/2022 20:32:20,0.4623
3/10/2022 20:32:25,0.4641
3/10/2022 20:32:30,0.4636
3/10/2022 20:32:35,0.4634
3/10/2022 20:32:40,0.4631
3/10/2022 20:32:45,0.4632
3/10/2022 20:32:50,0.4644
3/10/2022 20:32:55,0.4639
3/10/2022 20:33:00,0.4636
3/10/2022 20:33:05,0.4644
3/10/2022 20:33:10,0.4636
3/10/2022 20:33:15,0.4646
3/10/2022 20:33:20,0.4636
3/10/2022 20:33:25,0.4643
3/10/2022 20:33:30,0.4647
3/10/2022 20:33:35,0.4649
3/10/2022 20:33:40,0.4654
3/10/2022 20:33:45,0.4649
3/10/2022 20:33:50,0.4634
3/10/2022 20:33:55,0.4634
3/10/2022 20:34:00,0.4641
3/10/2022 20:34:05,0.4647
3/10/2022 20:34:10,0.4652
3/10/2022 20:34:15,0.4642
3/10/2022 20:34:20,0.4648
3/10/2022 20:34:25,0.4649
3/10/2022 20:34:30,0.4653
3/10/2022 20:34:35,0.465
3/10/2022 20:34:40,0.4652
3/10/2022 20:34:45,0.4652
3/10/2022 20:34:50,0.4653
3/10/2022 20:34:55,0.4644
3/10/2022 20:35:00,0.4657
3/10/2022 20:35:05,0.4658
3/10/2022 20:35:10,0.4651
3/10/2022 20:35:15,0.4654
3/10/2022 20:35:20,0.4653
3/10/2022 20:35:25,0.4658
3/10/2022 20:35:30,0.4657
3/10/2022 20:35:35,0.4649
3/10/2022 20:35:40,0.465
3/10/2022 20:35:45,0.4655
3/10/2022 20:35:50,0.4663
3/10/2022 20:35:55,0.4649
3/10/2022 20:36:00,0.4664
3/10/2022 20:36:05,0.4661
3/10/2022 20:36:10,0.4657
3/10/2022 20:36:15,0.4651
3/10/2022 20:36:20,0.4651
3/10/2022 20:36:25,0.4657
3/10/2022 20:36:30,0.4658
3/10/2022 20:36:35,0.4659
3/10/2022 20:36:40,0.4667
3/10/2022 20:36:45,0.4659
3/10/2022 20:36:50,0.4659
3/10/2022 20:36:55,0.4665
3/10/2022 20:37:00,0.4653
3/10/2022 20:37:05,0.4658
3/10/2022 20:37:10,0.4656
3/10/2022 20:37:15,0.4662
3/10/2022 20:37:20,0.4657
3/10/2022 20:37:25,0.4664
3/10/2022 20:37:30,0.4679
3/10/2022 20:37:35,0.4664
3/10/2022 20:37:40,0.4658
3/10/2022 20:37:45,0.4661
3/10/2022 20:37:50,
3/10/2022 20:37:55,0.4668
3/10/2022 20:38:00,0.4674
3/10/2022 20:38:10,0.4665
3/10/2022 20:38:15,0.4676
3/10/2022 20:38:20,0.4675
3/10/2022 20:38:25,0.4667
3/10/2022 20:38:30,0.4671
3/10/2022 20:38:35,0.4662
3/10/2022 20:38:40,0.4666
3/10/2022 20:38:45,0.4677
3/10/2022 20:38:50,0.4666
3/10/2022 20:38:55,0.4666
3/10/2022 20:39:00,0.4693
3/10/2022 20:39:05,0.4678
3/10/2022 20:39:10,0.4671
3/10/2022 20:39:15,0.4682
3/10/2022 20:39:20,0.4667
3/10/2022 20:39:25,0.4672
3/10/2022 20:39:30,0.4699
3/10/2022 20:39:35,0.469
3/10/2022 20:39:40,0.4706
3/10/2022 20:39:45,0.4715
3/10/2022 20:39:50,0.4671
3/10/2022 20:39:55,
3/10/2022 20:40:00,0.4693
3/10/2022 20:40:05,0.4667
3/10/2022 20:40:10,0.4689
3/10/2022 20:40:15,0.4686
3/10/2022 20:40:20,0.4698
3/10/2022 20:40:25,0.4698
3/10/2022 20:40:30,0.4682
3/10/2022 20:40:35,0.4698
3/10/2022 20:40:40,0.4714
3/10/2022 20:40:45,0.4698
3/10/2022 20:40:50,0.4696
3/10/2022 20:40:55,0.4693
3/10/2022 20:41:00,0.4708
3/10/2022 20:41:05,0.468
3/10/2022 20:41:10,0.4692
3/10/2022 20:41:15,0.4692
3/10/2022 20:41:20,0.4689
3/10/2022 20:41:25,0.4675
3/10/2022 20:41:30,0.4707
3/10/2022 20:41:35,0.4685
3/10/2022 20:41:40,0.4713
3/10/2022 20:41:45,0.4699
3/10/2022 20:41:50,
3/10/2022 20:41:55,
3/10/2022 20:42:00,
3/10/2022 20:42:05,
3/10/2022 20:42:10,
3/10/2022 20:42:15,
3/10/2022 20:42:20,
3/10/2022 20:42:25,0.472
3/10/2022 20:42:30,0.4717
3/10/2022 20:42:35,0.47
3/10/2022 20:42:40,0.4726
3/10/2022 20:42:45,0.4719
3/10/2022 20:42:50,0.4755
3/10/2022 20:42:55,0.4738
3/10/2022 20:43:00,0.471
3/10/2022 20:43:05,0.4734
3/10/2022 20:43:10,0.4717
3/10/2022 20:43:15,0.471
3/10/2022 20:43:20,0.4709
3/10/2022 20:43:25,0.4723
3/10/2022 20:43:30,0.4707
3/10/2022 20:43:35,0.4717
3/10/2022 20:43:40,0.4743
3/10/2022 20:43:45,0.4745
3/10/2022 20:43:50,0.4738
3/10/2022 20:43:55,0.4751
3/10/2022 20:44:00,0.4747
3/10/2022 20:44:05,
3/10/2022 20:44:10,0.4741
3/10/2022 20:44:15,0.4723
3/10/2022 20:44:20,0.4733
3/10/2022 20:44:25,0.4765
3/10/2022 20:44:30,0.473
3/10/2022 20:44:35,0.4741
3/10/2022 20:44:40,0.4753
3/10/2022 20:44:45,0.473
3/10/2022 20:44:50,0.4754
3/10/2022 20:44:55,0.4731
3/10/2022 20:45:00,0.4731
3/10/2022 20:45:05,0.4713
3/10/2022 20:45:10,0.4754
3/10/2022 20:45:15,0.4735
3/10/2022 20:45:20,0.4753
3/10/2022 20:45:25,0.4746
3/10/2022 20:45:30,0.4753
3/10/2022 20:45:35,0.4736
3/10/2022 20:45:40,0.4769
3/10/2022 20:45:45,0.4752
3/10/2022 20:45:50,0.4789
3/10/2022 20:45:55,0.477
3/10/2022 20:46:00,0.4739
3/10/2022 20:46:05,0.4776
3/10/2022 20:46:10,0.4758
3/10/2022 20:46:15,0.4759
3/10/2022 20:46:20,0.4773
3/10/2022 20:46:25,0.4772
3/10/2022 20:46:30,0.4771
3/10/2022 20:46:35,0.4769
3/10/2022 20:46:40,0.4758
3/10/2022 20:46:45,0.4767
3/10/2022 20:46:50,0.478
3/10/2022 20:46:55,0.4765
3/10/2022 20:47:00,0.4771
3/10/2022 20:47:05,0.4798
3/10/2022 20:47:10,0.4797
3/10/2022 20:47:15,0.4777
3/10/2022 20:47:20,0.4792
3/10/2022 20:47:25,0.4786
3/10/2022 20:47:30,0.4767
3/10/2022 20:47:35,0.4796
3/10/2022 20:47:40,0.4781
3/10/2022 20:47:45,0.4774
3/10/2022 20:47:50,0.4797
3/10/2022 20:47:55,0.48
3/10/2022 20:48:00,0.4805
3/10/2022 20:48:05,0.479
3/10/2022 20:48:10,0.4795
3/10/2022 20:48:15,0.4778
3/10/2022 20:48:20,0.4781
3/10/2022 20:48:25,0.4804
3/10/2022 20:48:30,0.4792
3/10/2022 20:48:35,0.4801
3/10/2022 20:48:40,0.4802
3/10/2022 20:48:45,0.4768
3/10/2022 20:48:50,0.4823
3/10/2022 20:48:55,0.4809
3/10/2022 20:49:00,0.4805
3/10/2022 20:49:05,0.4808
3/10/2022 20:49:10,0.4779
3/10/2022 20:49:15,0.4823
3/10/2022 20:49:20,0.4825
3/10/2022 20:49:25,0.4807
3/10/2022 20:49:30,0.4826
3/10/2022 20:49:35,0.4859
3/10/2022 20:49:40,0.4818
3/10/2022 20:49:45,0.4837
3/10/2022 20:49:50,0.4837
3/10/2022 20:49:55,0.4843
3/10/2022 20:50:00,
3/10/2022 20:50:05,
3/10/2022 20:50:10,
3/10/2022 20:50:15,
3/10/2022 20:50:20,
3/10/2022 20:50:25,
3/10/2022 20:50:30,
3/10/2022 20:50:35,
3/10/2022 20:50:40,
3/10/2022 20:50:45,
3/10/2022 20:50:50,
3/10/2022 20:50:55,
3/10/2022 20:51:00,
3/10/2022 20:51:05,
3/10/2022 20:51:10,
3/10/2022 20:51:15,
3/10/2022 20:51:20,
3/10/2022 20:51:25,
3/10/2022 20:51:30,
3/10/2022 20:51:35,
3/10/2022 20:51:40,
3/10/2022 20:51:45,
3/10/2022 20:51:50,
3/10/2022 20:51:55,
3/10/2022 20:52:00,
3/10/2022 20:52:05,
3/10/2022 20:52:10,
3/10/2022 20:52:15,
3/10/2022 20:52:20,
3/10/2022 20:52:25,
3/10/2022 20:52:30,
3/10/2022 20:52:35,
3/10/2022 20:52:40,
3/10/2022 20:52:45,
3/10/2022 20:52:50,
3/10/2022 20:52:55,
3/10/2022 20:53:00,
3/10/2022 20:53:05,
3/10/2022 20:53:10,
3/10/2022 20:53:15,
3/10/2022 20:53:20,
3/10/2022 20:53:25,
3/10/2022 20:53:30,
3/10/2022 20:53:35,
3/10/2022 20:53:40,
3/10/2022 20:53:45,
3/10/2022 20:53:50,
3/10/2022 20:53:55,
3/10/2022 20:54:00,
3/10/2022 20:54:05,
3/10/2022 20:54:10,
3/10/2022 20:54:15,
3/10/2022 20:54:20,
3/10/2022 20:54:25,
3/10/2022 20:54:30,
3/10/2022 20:54:35,
3/10/2022 20:54:40,
3/10/2022 20:54:45,
3/10/2022 20:54:50,
3/10/2022 20:54:55,
3/10/2022 20:55:00,
3/10/2022 20:55:05,
3/10/2022 20:55:10,
3/10/2022 20:55:15,
3/10/2022 20:55:20,
3/10/2022 20:55:25,
3/10/2022 20:55:30,
3/10/2022 20:55:35,
3/10/2022 20:55:40,
3/10/2022 20:55:45,
3/10/2022 20:55:50,
3/10/2022 20:55:55,
3/10/2022 20:56:00,
3/10/2022 20:56:10,
3/10/2022 20:56:15,
3/10/2022 20:56:20,
3/10/2022 20:56:25,
3/10/2022 20:56:30,
3/10/2022 20:56:35,
3/10/2022 20:56:40,
3/10/2022 20:56:45,
3/10/2022 20:56:50,
3/10/2022 20:56:55,
3/10/2022 20:57:00,
3/10/2022 20:57:05,
3/10/2022 20:57:10,
3/10/2022 20:57:15,
3/10/2022 20:57:20,
3/10/2022 20:57:25,
3/10/2022 20:57:30,
3/10/2022 20:57:35,
3/10/2022 20:57:40,
3/10/2022 20:57:45,
3/10/2022 20:57:50,
3/10/2022 20:57:55,
3/10/2022 20:58:00,
3/10/2022 20:58:10,
3/10/2022 20:58:20,
3/10/2022 20:58:25,
3/10/2022 20:58:30,
3/10/2022 20:58:35,
3/10/2022 20:58:40,
3/10/2022 20:58:45,
3/10/2022 20:58:50,
3/10/2022 20:58:55,
3/10/2022 20:59:00,
3/10/2022 20:59:05,
3/10/2022 20:59:10,
3/10/2022 20:59:15,
3/10/2022 20:59:20,
3/10/2022 20:59:25,
3/10/2022 20:59:30,
3/10/2022 20:59:35,
3/10/2022 20:59:40,
3/10/2022 20:59:45,
3/10/2022 20:59:50,
3/10/2022 20:59:55,
3/10/2022 21:00:00,
3/10/2022 21:00:05,
3/10/2022 21:00:10,
3/10/2022 21:00:15,
3/10/2022 21:00:20,
3/10/2022 21:00:25,
3/10/2022 21:00:30,
3/10/2022 21:00:35,
3/10/2022 21:00:40,
3/10/2022 21:00:45,
3/10/2022 21:00:50,
3/10/2022 21:00:55,
3/10/2022 21:01:00,
3/10/2022 21:01:05,
3/10/2022 21:01:10,
3/10/2022 21:01:15,
3/10/2022 21:01:20,
3/10/2022 21:01:25,
3/10/2022 21:01:30,
3/10/2022 21:01:35,
3/10/2022 21:01:40,
3/10/2022 21:01:45,
3/10/2022 21:01:50,
3/10/2022 21:01:55,
3/10/2022 21:02:00,
3/10/2022 21:02:05,
3/10/2022 21:02:10,
3/10/2022 21:02:15,
3/10/2022 21:02:20,
3/10/2022 21:02:25,
3/10/2022 21:02:30,
3/10/2022 21:02:35,
3/10/2022 21:02:40,
3/10/2022 21:02:45,
3/10/2022 21:02:50,
3/10/2022 21:02:55,
3/10/2022 21:03:00,
3/10/2022 21:03:05,
3/10/2022 21:03:10,
3/10/2022 21:03:15,
3/10/2022 21:03:20,
3/10/2022 21:03:25,
3/10/2022 21:03:30,
3/10/2022 21:03:35,
3/10/2022 21:03:40,
3/10/2022 21:03:45,
3/10/2022 21:03:50,
3/10/2022 21:03:55,
3/10/2022 21:04:00,
3/10/2022 21:04:05,
3/10/2022 21:04:10,
3/10/2022 21:04:15,
3/10/2022 21:04:20,
3/10/2022 21:04:25,
3/10/2022 21:04:30,
3/10/2022 21:04:35,
3/10/2022 21:04:40,
3/10/2022 21:04:45,
3/10/2022 21:04:50,
3/10/2022 21:04:55,
3/10/2022 21:05:00,
3/10/2022 21:05:05,
3/10/2022 21:05:10,
3/10/2022 21:05:15,
3/10/2022 21:05:20,
3/10/2022 21:05:25,
3/10/2022 21:05:30,
3/10/2022 21:05:35,
3/10/2022 21:05:40,
3/10/2022 21:05:45,
3/10/2022 21:05:50,
3/10/2022 21:05:55,
3/10/2022 21:06:00,
3/10/2022 21:06:05,
3/10/2022 21:06:10,
3/10/2022 21:06:15,
3/10/2022 21:06:20,
3/10/2022 21:06:25,
3/10/2022 21:06:30,
3/10/2022 21:06:35,
3/10/2022 21:06:40,
3/10/2022 21:06:45,
3/10/2022 21:06:50,
3/10/2022 21:07:00,
3/10/2022 21:07:05,
3/10/2022 21:07:10,
3/10/2022 21:07:15,
